Fecha,Audiencia,Campaña,Ventas,Alcance,Importe gastado (USD),Impresiones,Clics en el enlace,Clics (todos)
6/1/2023,"3. HI, HE, Int travel",Donation TD - Every Day - May 23,,19828,61.24,21578,14,536
6/1/2023,1. Donor lookalikes 10%,Donation TD - Every Day - May 23,1,29528,100.91,33154,23,561
6/2/2023,"3. HI, HE, Int travel",Donation TD - Every Day - May 23,,6616,21.18,7197,2,160
6/2/2023,1. Donor lookalikes 10%,Donation TD - Every Day - May 23,1,26921,98.4,30011,26,431
6/3/2023,1. Donor lookalikes 10%,Donation TD - Every Day - May 23,1,24264,93.77,27608,21,384
6/4/2023,1. Donor lookalikes 10%,Donation TD - Every Day - May 23,,18332,66.67,20128,17,327
6/5/2023,1. Donor lookalikes 10%,Donation TD - Every Day - May 23,,14868,51.89,16935,14,269
6/6/2023,1. Donor lookalikes 10%,Donation TD - Every Day - May 23,,11908,50.35,13038,5,186
6/7/2023,1. Donor lookalikes 10%,Donation TD - Every Day - May 23,,12472,50.45,14254,12,193
6/8/2023,4. Donors & Leads,Donation TD - Q2 Testing [Syria-Turkey] - Jun 23,,725,7.67,906,2,46
6/8/2023,2. Lead lookalikes 10%,Donation TD - Evergreen (Ukraine) - Jun 23,,4043,14.35,4070,21,104
6/8/2023,1. Donor lookalikes 10%,Donation TD - Evergreen (Ukraine) - Jun 23,,4206,16.35,4308,29,188
6/8/2023,2. Lead lookalikes 10%,Donation TD - Q2 Testing [Syria-Turkey] - Jun 23,,5162,19.58,5162,10,182
6/8/2023,"3. HI, HE, Int travel",Donation TD - Evergreen (Ukraine) - Jun 23,,5108,16.33,5184,31,236
6/8/2023,1. Donor lookalikes 10%,Donation TD - Q2 Testing [Syria-Turkey] - Jun 23,,5320,21.9,5580,9,295
6/8/2023,"3. HI, HE, Int travel",Donation TD - Q2 Testing [Syria-Turkey] - Jun 23,,6364,22.13,6664,8,321
6/8/2023,1. Donor lookalikes 10%,Donation TD - Every Day - May 23,2,10972,48.63,12262,9,195
6/9/2023,4. Donors & Leads,Donation TD - Q2 Testing [Ukraine] - Jun 23,,44,0.67,45,,1
6/9/2023,1. Donor lookalikes 10%,Donation TD - Q2 Testing [Ukraine] - Jun 23,,1750,9.11,1799,2,44
6/9/2023,"3. HI, HE, Int travel",Donation TD - Q2 Testing [Ukraine] - Jun 23,,1862,7.67,1935,6,68
6/9/2023,4. Donors & Leads,Donation TD - Q2 Testing [Syria-Turkey] - Jun 23,,1433,35.57,3453,5,86
6/9/2023,2. Lead lookalikes 10%,Donation TD - Q2 Testing [Ukraine] - Jun 23,,5122,27.27,5426,11,179
6/9/2023,1. Donor lookalikes 10%,Donation TD - Every Day - May 23,,8516,44.92,9318,4,123
6/9/2023,1. Donor lookalikes 10%,Donation TD - Q2 Testing [Syria-Turkey] - Jun 23,,10260,45.69,11364,23,474
6/9/2023,2. Lead lookalikes 10%,Donation TD - Q2 Testing [Syria-Turkey] - Jun 23,,10760,46.87,11744,20,509
6/9/2023,1. Donor lookalikes 10%,Donation TD - Evergreen (Ukraine) - Jun 23,,10378,45.79,12529,78,629
6/9/2023,2. Lead lookalikes 10%,Donation TD - Evergreen (Ukraine) - Jun 23,,10924,46.69,13176,52,657
6/9/2023,"3. HI, HE, Int travel",Donation TD - Evergreen (Ukraine) - Jun 23,,12224,46.06,15461,68,924
6/9/2023,"3. HI, HE, Int travel",Donation TD - Q2 Testing [Syria-Turkey] - Jun 23,,13504,45.6,15393,25,702
6/10/2023,4. Donors & Leads,Donation TD - Q2 Testing [Syria-Turkey] - Jun 23,,745,11.62,1011,,12
6/10/2023,1. Donor lookalikes 10%,Donation TD - Q2 Testing [Syria-Turkey] - Jun 23,,3745,18.2,3886,6,139
6/10/2023,2. Lead lookalikes 10%,Donation TD - Evergreen (Ukraine) - Jun 23,,3801,17.81,4114,19,162
6/10/2023,2. Lead lookalikes 10%,Donation TD - Q2 Testing [Syria-Turkey] - Jun 23,,4439,18.51,4621,11,159
6/10/2023,"3. HI, HE, Int travel",Donation TD - Evergreen (Ukraine) - Jun 23,,4690,16.23,5104,35,218
6/10/2023,1. Donor lookalikes 10%,Donation TD - Q2 Testing [Ukraine] - Jun 23,,9290,61.68,10204,23,286
6/10/2023,1. Donor lookalikes 10%,Donation TD - Evergreen (Ukraine) - Jun 23,,9020,51.55,10635,71,385
6/10/2023,2. Lead lookalikes 10%,Donation TD - Q2 Testing [Ukraine] - Jun 23,1,9755,61.59,11083,26,325
6/10/2023,"3. HI, HE, Int travel",Donation TD - Q2 Testing [Ukraine] - Jun 23,,10492,61.41,11959,22,309
6/10/2023,1. Donor lookalikes 10%,Donation TD - Every Day - May 23,,12892,69.74,14367,16,208
6/10/2023,"3. HI, HE, Int travel",Donation TD - Q2 Testing [Syria-Turkey] - Jun 23,3,20020,74.93,22258,27,805
6/11/2023,1. Donor lookalikes 10%,Donation TD - Evergreen (Ukraine) - Jun 23,,4097,28.25,4524,28,130
6/11/2023,1. Donor lookalikes 10%,Donation TD - Q2 Testing [Ukraine] - Jun 23,,5500,38.62,6172,13,172
6/11/2023,"3. HI, HE, Int travel",Donation TD - Q2 Testing [Ukraine] - Jun 23,,6372,38.97,7400,14,221
6/11/2023,2. Lead lookalikes 10%,Donation TD - Q2 Testing [Ukraine] - Jun 23,,11728,68.86,13542,16,295
6/11/2023,1. Donor lookalikes 10%,Donation TD - Every Day - May 23,,22008,106.86,24947,26,319
6/11/2023,"3. HI, HE, Int travel",Donation TD - Q2 Testing [Syria-Turkey] - Jun 23,,37280,106.07,41921,57,1310
6/12/2023,"3. HI, HE, Int travel",Donation TD - Q2 Testing [Ukraine] - Jun 23,1,0,0,0,,0
6/12/2023,1. Donor lookalikes 10%,Donation TD - Every Day - May 23,,12601,67.8,14035,13,164
6/12/2023,2. Lead lookalikes 10%,Donation TD - Q2 Testing [Ukraine] - Jun 23,1,13380,74.6,14801,27,293
6/12/2023,"3. HI, HE, Int travel",Donation TD - Q2 Testing [Syria-Turkey] - Jun 23,1,20344,66.27,21844,27,636
6/13/2023,1. Donor lookalikes 10%,Donation TD - Every Day - May 23,,9368,49.98,10362,9,113
6/13/2023,2. Lead lookalikes 10%,Donation TD - Q2 Testing [Ukraine] - Jun 23,1,10482,49.74,11539,17,113
6/13/2023,"3. HI, HE, Int travel",Donation TD - Q2 Testing [Syria-Turkey] - Jun 23,1,18405,49.93,19486,32,446
6/14/2023,1. Donor lookalikes 10%,Donation TD - Every Day - May 23,,3687,21.15,3909,3,64
6/14/2023,2. Lead lookalikes 10%,Donation TD - Q2 Testing [Ukraine] - Jun 23,,10760,46.58,11753,9,182
6/14/2023,1. Donor lookalikes 10%,Donation TD - Q2 Testing [Ukraine] - Jun 23,,12504,59.98,13459,18,302
6/14/2023,"3. HI, HE, Int travel",Donation TD - Q2 Testing [Syria-Turkey] - Jun 23,,16300,48.45,17090,27,627
6/15/2023,4 Donors & Leads,Donation TD - Q2 Testing [WRW] - Jun 23,1,1653,32.03,3604,15,102
6/15/2023,2 Lead lookalikes 10%,Donation TD - Q2 Testing [WRW] - Jun 23,,8058,41.51,9307,28,414
6/15/2023,"3 HI, HE, Int travel",Donation TD - Q2 Testing [WRW] - Jun 23,,8022,41.93,9508,36,448
6/15/2023,1 Donor lookalikes 10%,Donation TD - Q2 Testing [WRW] - Jun 23,,8739,41.94,9965,22,427
6/15/2023,2. Lead lookalikes 10%,Donation TD - Q2 Testing [Ukraine] - Jun 23,1,12016,46.63,12570,7,173
6/15/2023,1. Donor lookalikes 10%,Donation TD - Q2 Testing [Ukraine] - Jun 23,1,12168,59.64,12933,14,222
6/15/2023,"3. HI, HE, Int travel",Donation TD - Q2 Testing [Syria-Turkey] - Jun 23,1,13112,45.28,13703,18,401
6/16/2023,4 Donors & Leads,Donation TD - Q2 Testing [WRW] - Jun 23,1,1816,53.31,4920,15,99
6/16/2023,1. Donor lookalikes 10%,Donation TD - Q2 Testing [Ukraine] - Jun 23,,12688,60.02,13234,15,245
6/16/2023,"3 HI, HE, Int travel",Donation TD - Q2 Testing [WRW] - Jun 23,,11413,89.85,15155,30,559
6/16/2023,2 Lead lookalikes 10%,Donation TD - Q2 Testing [WRW] - Jun 23,,12273,89.67,14999,33,565
6/16/2023,2. Lead lookalikes 10%,Donation TD - Q2 Testing [Ukraine] - Jun 23,,13729,47.61,14446,10,250
6/16/2023,1 Donor lookalikes 10%,Donation TD - Q2 Testing [WRW] - Jun 23,1,13961,89.59,16901,35,677
6/16/2023,"3. HI, HE, Int travel",Donation TD - Q2 Testing [Syria-Turkey] - Jun 23,,20680,47,22457,11,846
6/17/2023,4 Donors & Leads,Donation TD - Q2 Testing [WRW] - Jun 23,,1515,36.53,3504,5,50
6/17/2023,1. Donor lookalikes 10%,Donation TD - Q2 Testing [Ukraine] - Jun 23,,3246,14.97,3362,8,87
6/17/2023,2. Lead lookalikes 10%,Donation TD - Q2 Testing [Ukraine] - Jun 23,,4077,15.05,4243,4,99
6/17/2023,"3 HI, HE, Int travel",Donation TD - Q2 Testing [WRW] - Jun 23,,5463,29.13,5932,11,238
6/17/2023,2 Lead lookalikes 10%,Donation TD - Q2 Testing [WRW] - Jun 23,,14115,87.22,16484,40,616
6/17/2023,1 Donor lookalikes 10%,Donation TD - Q2 Testing [WRW] - Jun 23,,14954,86.49,17334,48,710
6/17/2023,"3. HI, HE, Int travel",Donation TD - Q2 Testing [Syria-Turkey] - Jun 23,,19610,42.66,20765,19,801
6/18/2023,4 Donors & Leads,Donation TD - Q2 Testing [WRW] - Jun 23,2,1531,29.59,3249,11,41
6/18/2023,2 Lead lookalikes 10%,Donation TD - Q2 Testing [WRW] - Jun 23,,25064,104.1,28399,46,586
6/18/2023,1 Donor lookalikes 10%,Donation TD - Q2 Testing [WRW] - Jun 23,1,27048,104.66,29476,58,600
6/19/2023,4 Donors & Leads,Donation TD - Q2 Testing [WRW] - Jun 23,,1911,54.75,4843,8,55
6/19/2023,2 Lead lookalikes 10%,Donation TD - Q2 Testing [WRW] - Jun 23,3,23384,105.09,26193,34,499
6/19/2023,1 Donor lookalikes 10%,Donation TD - Q2 Testing [WRW] - Jun 23,,25608,105.25,28000,51,523
6/19/2023,"3 HI, HE, Int travel",Donation TD - Q2 Testing [WRW] - Jun 23,,32160,123.17,34367,53,1086
6/20/2023,4 Donors & Leads,Donation TD - Q2 Testing [WRW] - Jun 23,,1037,20.8,1705,5,25
6/20/2023,"3 HI, HE, Int travel",Donation TD - Q2 Testing [WRW] - Jun 23,,14164,59.58,14804,22,450
6/20/2023,"3. HI, HE, Int travel",Donation TD - Q2 Testing [Syria-Turkey] - Jun 23,,17192,47.4,17776,16,619
6/20/2023,1 Donor lookalikes 10%,Donation TD - Q2 Testing [WRW] - Jun 23,1,23086,100.63,25231,41,512
6/20/2023,2 Lead lookalikes 10%,Donation TD - Q2 Testing [WRW] - Jun 23,,23909,100.73,27294,35,520
6/21/2023,1 Donor lookalikes 10%,Donation TD - Q2 Testing [WRW] - Jun 23,1,14318,64.63,15230,11,249
6/21/2023,2 Lead lookalikes 10%,Donation TD - Q2 Testing [WRW] - Jun 23,,14232,67.11,15779,25,303
6/21/2023,"3. HI, HE, Int travel",Donation TD - Q2 Testing [Syria-Turkey] - Jun 23,,19895,62.29,21691,26,716
6/22/2023,1 Donor lookalikes 10%,Donation TD - Q2 Testing [WRW] - Jun 23,1,11371,47.91,12279,15,145
6/22/2023,2 Lead lookalikes 10%,Donation TD - Q2 Testing [WRW] - Jun 23,1,11256,47.68,12479,16,197
6/22/2023,"3. HI, HE, Int travel",Donation TD - Q2 Testing [Syria-Turkey] - Jun 23,,17338,48.35,17847,14,496
6/23/2023,1 Donor lookalikes 10%,Donation TD - Q2 Testing [WRW] - Jun 23,,9366,45.56,10481,3,126
6/23/2023,"3. HI, HE, Int travel",Donation TD - Q2 Testing [Syria-Turkey] - Jun 23,,15204,45.56,16519,15,333
6/23/2023,2 Lead lookalikes 10%,Donation TD - Q2 Testing [WRW] - Jun 23,2,23736,109.67,26985,37,367
6/24/2023,1 Donor lookalikes 10%,Donation TD - Q2 Testing [WRW] - Jun 23,1,11016,50.93,12141,19,128
6/24/2023,"3. HI, HE, Int travel",Donation TD - Q2 Testing [Syria-Turkey] - Jun 23,,15808,50.43,17759,15,343
6/24/2023,2 Lead lookalikes 10%,Donation TD - Q2 Testing [WRW] - Jun 23,1,30408,143.38,35182,31,474
6/25/2023,"3. HI, HE, Int travel",Donation TD - Q2 Testing [Syria-Turkey] - Jun 23,,7802,22.22,8032,9,181
6/25/2023,1 Donor lookalikes 10%,Donation TD - Q2 Testing [WRW] - Jun 23,,13940,54.57,15357,12,195
6/25/2023,2 Lead lookalikes 10%,Donation TD - Q2 Testing [WRW] - Jun 23,,39184,162.85,45162,58,596
6/26/2023,1 Donor lookalikes 10%,Donation TD - Q2 Testing [WRW] - Jun 23,,13924,50.6,15574,16,170
6/26/2023,2 Lead lookalikes 10%,Donation TD - Q2 Testing [WRW] - Jun 23,1,38843,152.65,43689,42,639
6/27/2023,1 Donor lookalikes 10%,Donation TD - Q2 Testing [WRW] - Jun 23,1,13796,50.39,14730,22,216
6/27/2023,2 Lead lookalikes 10%,Donation TD - Q2 Testing [WRW] - Jun 23,,39448,151.4,45407,46,749
6/28/2023,1 Donor lookalikes 10%,Donation TD - Q2 Testing [WRW] - Jun 23,,13191,49.28,14617,20,201
6/28/2023,2 Lead lookalikes 10%,Donation TD - Q2 Testing [WRW] - Jun 23,2,32840,147.59,36965,47,514
6/29/2023,1 Donor lookalikes 10%,Donation TD - Q2 Testing [WRW] - Jun 23,,4326,18.47,4505,7,78
6/29/2023,2 Lead lookalikes 10%,Donation TD - Q2 Testing [WRW] - Jun 23,1,30320,139.54,34630,51,364
6/30/2023,2 Lead lookalikes 10%,Donation TD - Q2 Testing [WRW] - Jun 23,2,33640,145.82,38517,48,517
7/1/2023,2 Lead lookalikes 10%,Donation TD - Q2 Testing [WRW] - Jun 23,1,38728,163.48,44319,79,811
7/2/2023,2 Lead lookalikes 10%,Donation TD - Q2 Testing [WRW] - Jun 23,,50799,208.9,57894,85,809
7/3/2023,2 Lead lookalikes 10%,Donation TD - Q2 Testing [WRW] - Jun 23,,23224,98.69,27004,37,340
7/4/2023,2 Lead lookalikes 10%,Donation TD - Q2 Testing [WRW] - Jun 23,,11108,49.35,13530,19,167
7/5/2023,4 Donors & Leads,Donation TD - Q2 Testing [Every Day Refugee] - Jun 23,,1705,44.67,4992,4,104
7/5/2023,2 Lead lookalikes 10%,Donation TD - Q2 Testing [WRW] - Jun 23,,11760,48.7,13717,16,177
7/5/2023,1 Donor lookalikes 10%,Donation TD - Q2 Testing [Every Day Refugee] - Jun 23,,12252,60.4,14565,14,551
7/5/2023,2 Lead lookalikes 10%,Donation TD - Q2 Testing [Every Day Refugee] - Jun 23,,12680,60.64,14928,17,604
7/5/2023,"3 HI, HE, Int travel",Donation TD - Q2 Testing [Every Day Refugee] - Jun 23,,14020,60.31,16383,10,633
7/6/2023,4 Donors & Leads,Donation TD - Q2 Testing [Every Day Refugee] - Jun 23,,1771,46.41,5124,7,74
7/6/2023,2 Lead lookalikes 10%,Donation TD - Q2 Testing [WRW] - Jun 23,,10002,46.47,11596,13,168
7/6/2023,1 Donor lookalikes 10%,Donation TD - Q2 Testing [Every Day Refugee] - Jun 23,,15936,60.24,18085,17,603
7/6/2023,2 Lead lookalikes 10%,Donation TD - Q2 Testing [Every Day Refugee] - Jun 23,,16268,60.4,18582,18,618
7/6/2023,"3 HI, HE, Int travel",Donation TD - Q2 Testing [Every Day Refugee] - Jun 23,,25833,60.45,30247,40,991
7/7/2023,4 Donors & Leads,Donation TD - Q2 Testing [Every Day Refugee] - Jun 23,,784,11.73,1213,1,10
7/7/2023,2 Lead lookalikes 10%,Donation TD - Q2 Testing [WRW] - Jun 23,,2901,14.69,3105,6,64
7/7/2023,2 Lead lookalikes 10%,Donation TD - Q2 Testing [Every Day Refugee] - Jun 23,1,11944,60.58,14054,45,357
7/7/2023,1 Donor lookalikes 10%,Donation TD - Q2 Testing [Every Day Refugee] - Jun 23,,12172,60.45,14494,47,383
7/7/2023,"3 HI, HE, Int travel",Donation TD - Q2 Testing [Every Day Refugee] - Jun 23,,15688,60.51,18401,46,471
7/8/2023,2 Lead lookalikes 10%,Donation TD - Q2 Testing [Every Day Refugee] - Jun 23,1,10943,61.09,13221,63,388
7/8/2023,1 Donor lookalikes 10%,Donation TD - Q2 Testing [Every Day Refugee] - Jun 23,,13896,61.43,16466,69,448
7/8/2023,"3 HI, HE, Int travel",Donation TD - Q2 Testing [Every Day Refugee] - Jun 23,,15680,61.07,19520,89,505
7/9/2023,2 Lead lookalikes 10%,Donation TD - Q2 Testing [Every Day Refugee] - Jun 23,,12696,54.95,14929,56,484
7/9/2023,1 Donor lookalikes 10%,Donation TD - Q2 Testing [Every Day Refugee] - Jun 23,,14296,54.78,16422,72,535
7/9/2023,"3 HI, HE, Int travel",Donation TD - Q2 Testing [Every Day Refugee] - Jun 23,,15696,54.76,20221,112,679
7/10/2023,1 Donor lookalikes 10%,Donation TD - Q2 Testing [Every Day Refugee] - Jun 23,,8640,31.85,9330,40,312
7/10/2023,"3 HI, HE, Int travel",Donation TD - Q2 Testing [Every Day Refugee] - Jun 23,,11912,31.89,13266,45,355
7/10/2023,2 Lead lookalikes 10%,Donation TD - Q2 Testing [Every Day Refugee] - Jun 23,,25480,95.88,29774,117,913
7/11/2023,2 Lead lookalikes 10%,Donation TD - Q2 Testing [Every Day Refugee] - Jun 23,,34920,136.38,42166,156,1327
7/12/2023,2 Lead lookalikes 10%,Donation TD - Q2 Testing [Every Day Refugee] - Jun 23,,26304,98.15,31211,124,1020
7/13/2023,2 Lead lookalikes 10%,Donation TD - Q2 Testing [Every Day Refugee] - Jun 23,,22910,92.07,27365,88,806
7/14/2023,2 Lead lookalikes 10%,Donation TD - Q2 Testing [Every Day Refugee] - Jun 23,,16360,58.64,19105,9,418
7/15/2023,2 Lead lookalikes 10%,Donation TD - Q2 Testing [Every Day Refugee] - Jun 23,,14328,47.78,16664,16,382
7/16/2023,2 Lead lookalikes 10%,Donation TD - Q2 Testing [Every Day Refugee] - Jun 23,,17812,54.55,20766,11,498
7/17/2023,2 Lead lookalikes 10%,Donation TD - Q2 Testing [Every Day Refugee] - Jun 23,,6358,16.44,6639,3,154
7/21/2023,1 Donor lookalikes 10%,Donation TD - Heatwave: Jul 23,,2306,8.21,2357,34,292
7/21/2023,"3 HI, HE, Int travel",Donation TD - Heatwave: Jul 23,,2742,8.81,2811,44,367
7/21/2023,4 Donors & Leads,Donation TD - Heatwave: Jul 23,2,1974,44.3,5507,26,206
7/21/2023,2 Lead lookalikes 10%,Donation TD - Heatwave: Jul 23,,14764,45.77,16391,155,1805
7/22/2023,4 Donors & Leads,Donation TD - Heatwave: Jul 23,1,2256,79.69,8365,40,190
7/22/2023,2 Lead lookalikes 10%,Donation TD - Heatwave: Jul 23,1,12516,32.36,12755,131,1347
7/23/2023,4 Donors & Leads,Donation TD - Heatwave: Jul 23,,2248,80.04,8211,27,101
7/24/2023,4 Donors & Leads,Donation TD - Heatwave: Jul 23,,1879,43.23,5709,26,61
7/25/2023,"3 HI, HE, Int travel",Donation TD - Heatwave: Jul 23,,1545,3.07,1605,12,123
7/25/2023,4 Donors & Leads,Donation TD - Heatwave: Jul 23,,1991,46.84,5952,21,58
7/26/2023,4 Donors & Leads,Donation TD - Heatwave: Jul 23,,1945,44.56,6000,24,61
7/27/2023,4 Donors & Leads,Donation TD - Heatwave: Jul 23,,849,9.85,1387,4,11
7/27/2023,4. Donors & Leads,Donation TD - Wildfires: Jul 23,,2126,64.86,6619,49,192
7/27/2023,2. Lead lookalikes 10%,Donation TD - Wildfires: Jul 23,2,18280,62.5,20790,301,1289
7/27/2023,5. Web and Facebook retargeting,Donation TD - Wildfires: Jul 23,1,18004,63.07,21468,402,1969
7/27/2023,"3. HI, HE, Int travel",Donation TD - Wildfires: Jul 23,,30936,98.68,37161,494,2745
7/27/2023,1. Donor lookalikes 10%,Donation TD - Wildfires: Jul 23,3,32056,114.09,37480,505,2347
7/28/2023,4. Donors & Leads,Donation TD - Wildfires: Jul 23,,1489,30.52,2922,29,90
7/28/2023,"3. HI, HE, Int travel",Donation TD - Wildfires: Jul 23,,14501,45.91,15900,248,1510
7/28/2023,5. Web and Facebook retargeting,Donation TD - Wildfires: Jul 23,,32600,94.48,39311,663,3885
7/28/2023,2. Lead lookalikes 10%,Donation TD - Wildfires: Jul 23,,42576,137.98,48631,571,3320
7/28/2023,1. Donor lookalikes 10%,Donation TD - Wildfires: Jul 23,1,63775,244.18,75790,911,5431
7/29/2023,"3. HI, HE, Int travel",Donation TD - Wildfires: Jul 23,,23431,62.12,25271,329,2575
7/29/2023,2. Lead lookalikes 10%,Donation TD - Wildfires: Jul 23,,26136,95.06,29442,283,1731
7/29/2023,5. Web and Facebook retargeting,Donation TD - Wildfires: Jul 23,,39280,96.28,46391,764,4264
7/29/2023,1. Donor lookalikes 10%,Donation TD - Wildfires: Jul 23,,51520,190.09,58370,632,3452
7/30/2023,"3. HI, HE, Int travel",Donation TD - Wildfires: Jul 23,,19332,53.79,23212,205,1756
7/30/2023,2. Lead lookalikes 10%,Donation TD - Wildfires: Jul 23,,21764,79.51,24452,258,1648
7/30/2023,5. Web and Facebook retargeting,Donation TD - Wildfires: Jul 23,1,28200,76.33,33169,464,2567
7/30/2023,1. Donor lookalikes 10%,Donation TD - Wildfires: Jul 23,,43798,160.34,50571,438,3184
7/31/2023,2. Lead lookalikes 10%,Donation TD - Wildfires: Jul 23,,18549,48.46,19677,180,1364
7/31/2023,"3. HI, HE, Int travel",Donation TD - Wildfires: Jul 23,,25480,49.04,29445,274,2263
7/31/2023,5. Web and Facebook retargeting,Donation TD - Wildfires: Jul 23,,26120,48.63,30667,429,2411
7/31/2023,1. Donor lookalikes 10%,Donation TD - Wildfires: Jul 23,,41751,97.2,45819,356,2858
8/1/2023,2. Lead lookalikes 10%,Donation TD - Wildfires: Jul 23,,16616,48.49,18243,145,998
8/1/2023,5. Web and Facebook retargeting,Donation TD - Wildfires: Jul 23,,21867,48.5,26284,335,1781
8/1/2023,"3. HI, HE, Int travel",Donation TD - Wildfires: Jul 23,,24768,48.96,27893,320,2355
8/1/2023,1. Donor lookalikes 10%,Donation TD - Wildfires: Jul 23,,34991,97.57,38029,311,2068
8/2/2023,2. Lead lookalikes 10%,Donation TD - Wildfires: Jul 23,1,4655,16.21,4787,55,299
8/2/2023,5. Web and Facebook retargeting,Donation TD - Wildfires: Jul 23,,17592,47.62,21797,273,1511
8/2/2023,1. Donor lookalikes 10%,Donation TD - Wildfires: Jul 23,1,21289,67.11,23943,184,1216
8/2/2023,"3. HI, HE, Int travel",Donation TD - Wildfires: Jul 23,,24035,48.28,28146,388,2337
8/3/2023,"3. HI, HE, Int travel",Donation TD - Wildfires: Jul 23,,5054,14.87,5809,53,379
8/3/2023,5. Web and Facebook retargeting,Donation TD - Wildfires: Jul 23,,5234,14.82,5639,77,380
8/3/2023,1. Donor lookalikes 10%,Donation TD - Wildfires: Jul 23,,14676,46.27,16380,105,680
8/3/2023,2. Lead lookalikes 10%,Donation TD - Wildfires: Jul 23,1,20320,60.13,21967,206,1187
8/4/2023,1. Donor lookalikes 10%,Donation TD - Wildfires: Jul 23,,6762,30.85,7255,63,377
8/4/2023,2. Lead lookalikes 10%,Donation TD - Wildfires: Jul 23,,13368,59.62,14738,142,813
8/5/2023,4 Donors & Leads,Donation TD - Heatwave: Jul 23,,907,8.74,1376,5,20
8/5/2023,2. Lead lookalikes 10%,Donation TD - Wildfires: Jul 23,,3851,18.16,4037,47,247
9/12/2023,5. Emergency donors,Donation TD - General Emergency: Sep 23,,258,8.15,747,4,21
9/12/2023,4. Donors & Leads,Donation TD - Back to School: Sep 23,,1861,60,5884,5,87
9/12/2023,"2. HI, HE, Humanitarian",Donation TD - General Emergency: Sep 23,,12360,31.56,14257,117,1212
9/12/2023,"3. HI, HE, Int travel",Donation TD - General Emergency: Sep 23,,12956,31.43,14445,105,1152
9/12/2023,6. Emergency donor lookalikes 10%,Donation TD - General Emergency: Sep 23,,13501,32.37,14561,99,1066
9/12/2023,"4. HI, HE, Morocco",Donation TD - General Emergency: Sep 23,,13284,31.6,14647,119,1200
9/12/2023,1. Donor lookalikes 10%,Donation TD - General Emergency: Sep 23,,14049,31.51,15697,112,1223
9/12/2023,"3. HI, HE, Int travel",Donation TD - Back to School: Sep 23,,15633,59.94,19207,35,610
9/12/2023,5. Web and Facebook retargeting,Donation TD - Back to School: Sep 23,,16876,60.02,20089,39,696
9/12/2023,2. Lead lookalikes 10%,Donation TD - Back to School: Sep 23,,17944,60.03,21067,35,636
9/12/2023,1. Donor lookalikes 10%,Donation TD - Back to School: Sep 23,,18160,60.03,20866,38,731
9/13/2023,5. Emergency donors,Donation TD - Natural Distasters - Sep 23,,63,1.33,77,1,2
9/13/2023,5. Emergency donors,Donation TD - General Emergency: Sep 23,,266,14.41,1195,8,25
9/13/2023,4. Donors & Leads,Donation TD - Back to School: Sep 23,,864,18.58,1553,,28
9/13/2023,"3. HI, HE, Int travel",Donation TD - Back to School: Sep 23,,4193,16.83,4571,3,123
9/13/2023,1. Donor lookalikes 10%,Donation TD - General Emergency: Sep 23,,4245,12.96,4479,43,360
9/13/2023,5. Web and Facebook retargeting,Donation TD - Back to School: Sep 23,,4431,16.59,4758,11,142
9/13/2023,1. Donor lookalikes 10%,Donation TD - Back to School: Sep 23,,4565,17.98,4936,8,158
9/13/2023,2. Lead lookalikes 10%,Donation TD - Back to School: Sep 23,,4899,17.89,5272,9,175
9/13/2023,"4. HI, HE, Morocco",Donation TD - Natural Distasters - Sep 23,,7430,23.26,8094,32,142
9/13/2023,"2. HI, HE, Humanitarian",Donation TD - Natural Distasters - Sep 23,,7877,23.97,8540,24,136
9/13/2023,"3. HI, HE, Int travel",Donation TD - Natural Distasters - Sep 23,,8282,23.07,8804,24,142
9/13/2023,6. Emergency donor lookalikes 10%,Donation TD - Natural Distasters - Sep 23,,8418,23.31,8903,30,145
9/13/2023,1. Donor lookalikes 10%,Donation TD - Natural Distasters - Sep 23,,9051,23.76,9537,25,121
9/13/2023,"2. HI, HE, Humanitarian",Donation TD - General Emergency: Sep 23,,24535,79.28,29547,209,1996
9/13/2023,"3. HI, HE, Int travel",Donation TD - General Emergency: Sep 23,,25064,79.22,30767,245,2036
9/13/2023,"4. HI, HE, Morocco",Donation TD - General Emergency: Sep 23,1,25447,79.75,30667,208,1998
9/13/2023,6. Emergency donor lookalikes 10%,Donation TD - General Emergency: Sep 23,,34065,84.99,39686,264,2380
9/14/2023,5. Emergency donors,Donation TD - Natural Distasters - Sep 23,,187,6.62,511,,5
9/14/2023,5. Emergency donors,Donation TD - General Emergency: Sep 23,,215,9.34,828,1,11
9/14/2023,"2. HI, HE, Humanitarian",Donation TD - Natural Distasters - Sep 23,,11055,46.35,13583,42,242
9/14/2023,"4. HI, HE, Morocco",Donation TD - Natural Distasters - Sep 23,,11002,46.68,13663,47,290
9/14/2023,"3. HI, HE, Int travel",Donation TD - Natural Distasters - Sep 23,,11783,46.87,14860,56,311
9/14/2023,"2. HI, HE, Humanitarian",Donation TD - General Emergency: Sep 23,,12904,46.3,13867,102,893
9/14/2023,6. Emergency donor lookalikes 10%,Donation TD - Natural Distasters - Sep 23,1,12794,46.65,15158,57,289
9/14/2023,1. Donor lookalikes 10%,Donation TD - Natural Distasters - Sep 23,1,13326,46.53,15739,45,253
9/14/2023,"3. HI, HE, Int travel",Donation TD - General Emergency: Sep 23,,13719,47.61,15064,107,904
