Week,Campaign status,Campaign,Budget name,Currency code,Budget,Budget type,Status,Status reasons,Optimization score,Campaign type,Avg. CPV,Avg. CPM,Interactions,Interaction rate,Avg. cost,Cost,CTR,Engagement rate,Invalid Interaction rate,Avg. target cost per in-app action,Avg. watch time / impr.,Impr. (Top) %,Invalid clicks,Views,Video played to 25%,Video played to 50%,Video played to 75%,Video played to 100%,Avg. target CPA optimization,Avg. target CPA,View rate (In-stream),View rate (In-feed),View rate (Shorts),Impr. (co-viewed),Invalid click rate,All video ad seq. impr.,Engagements,Invalid Interactions,Avg. CPE,Avg. target ROAS optimization,Avg. target ROAS,Watch time,Impr. (Abs. Top) %,Number of disapproved keywords,Number of eligible sitelinks (legacy),Number of eligible images (upgraded),Ad strength details,Number of eligible keywords,Number of disapproved ads,Number of eligible responsive search ads,Number of eligible ads,Number of eligible ad groups,Number of eligible sitelinks (upgraded),Number of eligible images (legacy),Contact,Purchase,Add to cart,Phone call lead,Results value,Outbound click,Results,Download,Submit lead form,Viewable impr.,Measurable cost,Viewable impr. distrib.,Non-viewable impr.,Measurable rate,Non-viewable impr. distrib.,Measurable impr.,Avg. viewable CPM,Non-measurable impr. distrib.,Non-measurable impr.,Viewable CTR,Viewable rate,Value adjustment,Value / conv.,Conv. rate,Conv. value / click,New customer lifetime value,Conversions (by conv. time),Conv. value (by conv. time),Value / conv. (by conv. time),All conv. rate,Value / all conv.,All conv. value,All value adjustment,Cost / all conv.,All conv. value / click,All conv.,All conv. value / cost,All new customer lifetime value,All conv. (by conv. time),All conv. value (by conv. time),Value / all conv. (by conv. time),Units sold,Cost of goods sold,Cross-sell cost of goods sold,Lead cost of goods sold,Cross-device conv. value (by conv. time),Avg. order value,Gross profit margin,Lead gross profit,Cross-sell gross profit,Cross-device conv. (by conv. time),Revenue,Gross profit,Lead units sold,Cross-sell units sold,Cross-device conv. value,Orders,Avg. cart size,Lead revenue,Cross-sell revenue,Cross-device conv.,View-through conv.,New customers,Store visits,Store visit value,Store visit value / Store visit,View-through store visits,Currency code,Est. add. cost/wk (rec. budget),Est. add. interactions/wk (rec. budget),Recommended budget,Conversions (current model),Value / conv. (current model),"Conv. value (current model, by conv. time)",Store visits (data-driven),Cost / conv. (current model),Conv. value / click (current model),"Value / conv. (current model, by conv. time)",Store visits (last click),Conv. rate (current model),Conv. value / cost (current model),Conv. value (current model),"Conversions (current model, by conv. time)",Bid strategy,Target ROAS,Label,Campaign subtype,Target CPA,Max CPC Bid Limit for Target IS,Conversion goals,Target Impression Share,Account optimization headroom,Campaign ID,Location Goal for Target IS,Campaign group,Search impr. share,Search top IS,Search abs. top IS,Search lost IS (rank),Search lost top IS (budget),Search lost IS (budget),Search lost abs. top IS (rank),Search lost top IS (rank),Search lost abs. top IS (budget),Display lost IS (budget),Display impr. share,Relative CTR,Display lost IS (rank),Search exact match IS,Click share,Phone calls,Phone impr.,PTR,Chat rate,Message impr.,Chats,Earned likes,Earned views,Earned playlist additions,Earned shares,Earned subscribers,Keyword changes,Network changes,Bid changes,Ad changes,Budget changes,Targeting changes,All changes,Status changes,Avg. impr. freq. / user,1+,2+,3+,4+,5+,10+,Unique users,Avg. impr. freq. / user (7 days),Avg. impr. freq. / user (30 days),Gmail clicks to website,Gmail saves,Gmail forwards,%LeadCuento,ADC Lead,Donación,Festeja Lead,Paso 0 %,Paso Dona,ROAS LTV Prom,Valor Donaciones x8,$CuentoDona,Dona %,Donar Cuentos,Lead Cuentos,Paso 1,Paso Dona %,VAC Dona,ADC Donar,Dona Valor,Festeja Dona,Paso 0,Paso 1 %,ROAS LTM x8,VAC Lead,Impr.,Bid strategy type,Clicks,Conv. value,Conv. value / cost,Conversions,Avg. CPC,Cost / conv.
1/29/2024,Enabled,conversiones_prospect_cuentosquecuidan_searchgeneric_AO, --,ARS,13361,Daily,Eligible (Limited),limited by budget; some ads disapproved,99.81,Search,0,1367.94,"1,224",4.64%,29.48,36083.43,4.64%, --,4.52%, --, --,67.36%,58,0, --, --, --, --, --,6200, --, --, --,"26,378",4.52%,0,0,58,0, --, --, --,56.23%,7,0,3,"Pending: 0
No Ads: 0
Poor: 0
Average: 0
Good: 2
Excellent: 1",12,1,2,2,2,3,0,155,2,0,0,Purchase: 2.00,0,Contact: 155.00; Purchase: 2.00,0,0,0,0,0.00%,0,0.00%,0.00%,0,0,100.00%,"26,378", --, --,0,0,12.66%,0,0,151,0,0,12.83%,0.01,2,0,229.83,0,157,0,0,152,1,0.01,0,0, --, --,0,0, --, --, --,1,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,ARS,185487.73,3919,45000,155,0,0,0,232.8,0,0,0,12.66%,0,0,151, --, --, --,Standard,6200, --,[CONTACT/WEBSITE], --,0.03%,15762265389, --, --,34.81%,24.09%,20.11%,0.17%,75.59%,65.02%,4.29%,0.31%,75.59%, --, --, --, --,37.01%,14.55%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"26,378",Maximize Conversions (Target CPA),"1,224",0,0,155,29.48,232.8
3/18/2024,Enabled,conversiones_prospect_cuentosquecuidan_searchgeneric_AO, --,ARS,13361,Daily,Eligible (Limited),limited by budget; some ads disapproved,99.81,Search,0,896.18,"7,681",5.35%,16.75,128675.86,5.35%, --,2.10%, --, --,50.86%,165,0, --, --, --, --, --,6200, --, --, --,"143,582",2.10%,0,0,165,0, --, --, --,43.95%,7,0,3,"Pending: 0
No Ads: 0
Poor: 0
Average: 0
Good: 2
Excellent: 1",12,1,2,2,2,3,0,"1,165.03",6,0,1,Phone call lead: 1.00; Purchase: 6.00,0,"Contact: 1,165.03; Phone call lead: 1.00; Purchase: 6.00",0,0,0,0,0.00%,0,0.00%,0.00%,0,0,100.00%,"143,582", --, --,0,0,15.17%,0,0,"1,155.24",0,0,15.26%,0.01,7,0,109.79,0,"1,172.03",0,0,"1,162.24",7,0.01,0,0, --, --,0,0, --, --, --,7,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,ARS,185487.73,3919,45000,"1,165.03",0,0,0,110.45,0,0,0,15.17%,0,0,"1,155.24", --, --, --,Standard,6200, --,[CONTACT/WEBSITE], --,0.03%,15762265389, --, --,23.84%,12.30%,10.63%,0.01%,87.62%,76.15%,1.74%,0.07%,87.62%, --, --, --, --,13.53%,< 10%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"143,582",Maximize Conversions (Target CPA),"7,681",0,0,"1,165.03",16.75,110.45
3/25/2024,Enabled,conversiones_prospect_cuentosquecuidan_searchgeneric_AO, --,ARS,13361,Daily,Eligible (Limited),limited by budget; some ads disapproved,99.81,Search,0,867.5,"6,380",5.03%,17.24,109982.39,5.03%, --,2.21%, --, --,48.69%,144,0, --, --, --, --, --,6200, --, --, --,"126,781",2.21%,0,0,144,0, --, --, --,43.01%,7,0,3,"Pending: 0
No Ads: 0
Poor: 0
Average: 0
Good: 2
Excellent: 1",12,1,2,2,2,3,0,898.92,6,0,0,Purchase: 6.00,0,Contact: 898.92; Purchase: 6.00,0,0,0,0,0.00%,0,0.00%,0.00%,0,0,100.00%,"126,781", --, --,0,0,14.09%,0,0,908.21,0,0,14.18%,0.01,6,0,121.54,0,904.92,0,0,914.21,6,0.01,0,0, --, --,1,0, --, --, --,6,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,ARS,185487.73,3919,45000,898.92,0,0,0,122.35,0,0,0,14.09%,0,0,908.21, --, --, --,Standard,6200, --,[CONTACT/WEBSITE], --,0.03%,15762265389, --, --,24.56%,12.08%,10.67%,0.02%,87.82%,75.42%,1.50%,0.09%,87.82%, --, --, --, --,13.50%,11.59%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"126,781",Maximize Conversions (Target CPA),"6,380",0,0,898.92,17.24,122.35
4/22/2024,Enabled,conversiones_prospect_cuentosquecuidan_searchgeneric_AO, --,ARS,13361,Daily,Eligible (Limited),limited by budget; some ads disapproved,99.81,Search,0,606.93,"8,181",4.81%,12.61,103122.84,4.81%, --,2.05%, --, --,41.55%,171,0, --, --, --, --, --,6200, --, --, --,"169,908",2.05%,0,0,171,0, --, --, --,35.15%,7,0,3,"Pending: 0
No Ads: 0
Poor: 0
Average: 0
Good: 2
Excellent: 1",12,1,2,2,2,3,0,"1,441.98",4,0,0,Purchase: 4.00,0,"Contact: 1,441.98; Purchase: 4.00",0,0,0,0,0.00%,0,0.00%,0.00%,0,0,100.00%,"169,908", --, --,0,0,17.63%,0,0,"1,444.98",0,0,17.67%,0,4,0,71.32,0,"1,445.98",0,0,"1,448.98",4,0,0,0, --, --,0,0, --, --, --,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,ARS,185487.73,3919,45000,"1,441.98",0,0,0,71.51,0,0,0,17.63%,0,0,"1,444.98", --, --, --,Standard,6200, --,[CONTACT/WEBSITE], --,0.03%,15762265389, --, --,18.97%,< 10%,< 10%,0.00%,> 90%,81.03%,1.26%,0.04%,> 90%, --, --, --, --,10.50%,< 10%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"169,908",Maximize Conversions (Target CPA),"8,181",0,0,"1,441.98",12.61,71.51
2/5/2024,Enabled,conversiones_prospect_cuentosquecuidan_searchgeneric_AO, --,ARS,13361,Daily,Eligible (Limited),limited by budget; some ads disapproved,99.81,Search,0,1228.16,"2,324",4.25%,28.91,67181.76,4.25%, --,3.57%, --, --,60.83%,86,0, --, --, --, --, --,6200, --, --, --,"54,701",3.57%,0,0,86,0, --, --, --,48.48%,7,0,3,"Pending: 0
No Ads: 0
Poor: 0
Average: 0
Good: 2
Excellent: 1",12,1,2,2,2,3,0,358.98,6,0,0,Purchase: 6.00,0,Contact: 358.98; Purchase: 6.00,0,0,0,0,0.00%,0,0.00%,0.00%,0,0,100.00%,"54,701", --, --,0,0,15.45%,0,0,353.98,0,0,15.70%,0.02,6,0,184.07,0,364.98,0,0,359.98,6,0.02,0,0, --, --,0,0, --, --, --,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,ARS,185487.73,3919,45000,358.98,0,0,0,187.15,0,0,0,15.45%,0,0,353.98, --, --, --,Standard,6200, --,[CONTACT/WEBSITE], --,0.03%,15762265389, --, --,29.48%,18.66%,14.87%,0.05%,81.18%,70.46%,3.95%,0.16%,81.18%, --, --, --, --,18.94%,11.18%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"54,701",Maximize Conversions (Target CPA),"2,324",0,0,358.98,28.91,187.15
2/12/2024,Enabled,conversiones_prospect_cuentosquecuidan_searchgeneric_AO, --,ARS,13361,Daily,Eligible (Limited),limited by budget; some ads disapproved,99.81,Search,0,1015.4,"2,918",4.89%,20.75,60558.64,4.89%, --,2.51%, --, --,58.36%,75,0, --, --, --, --, --,6200, --, --, --,"59,640",2.51%,0,0,75,0, --, --, --,48.08%,7,0,3,"Pending: 0
No Ads: 0
Poor: 0
Average: 0
Good: 2
Excellent: 1",12,1,2,2,2,3,0,447.99,0,0,0,0,0,Contact: 447.99,0,0,0,0,0.00%,0,0.00%,0.00%,0,0,100.00%,"59,640", --, --,0,0,15.35%,0,0,451.99,0,0,15.40%,0,0,0,134.73,0,449.49,0,0,453.49,0,0,0,0, --, --,0,0, --, --, --,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,ARS,185487.73,3919,45000,447.99,0,0,0,135.18,0,0,0,15.35%,0,0,451.99, --, --, --,Standard,6200, --,[CONTACT/WEBSITE], --,0.03%,15762265389, --, --,28.50%,17.17%,14.15%,0.02%,82.76%,71.48%,3.09%,0.07%,82.76%, --, --, --, --,12.89%,10.32%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"59,640",Maximize Conversions (Target CPA),"2,918",0,0,447.99,20.75,135.18
2/19/2024,Enabled,conversiones_prospect_cuentosquecuidan_searchgeneric_AO, --,ARS,13361,Daily,Eligible (Limited),limited by budget; some ads disapproved,99.81,Search,0,819.33,"3,620",5.01%,16.37,59256.16,5.01%, --,2.98%, --, --,52.63%,111,0, --, --, --, --, --,6200, --, --, --,"72,323",2.98%,0,0,111,0, --, --, --,43.36%,7,0,3,"Pending: 0
No Ads: 0
Poor: 0
Average: 0
Good: 2
Excellent: 1",12,1,2,2,2,3,0,601.71,4,0,0,Purchase: 4.00,0,Contact: 601.71; Purchase: 4.00,0,0,0,0,0.00%,0,0.00%,0.00%,0,0,100.00%,"72,323", --, --,0,0,16.62%,0,0,602.71,0,0,16.73%,0.01,4,0,97.83,0,605.71,0,0,607.71,5,0.01,0,0, --, --,2,0, --, --, --,8,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,ARS,185487.73,3919,45000,601.71,0,0,0,98.48,0,0,0,16.62%,0,0,602.71, --, --, --,Standard,6200, --,[CONTACT/WEBSITE], --,0.03%,15762265389, --, --,24.89%,13.43%,11.07%,0.01%,86.51%,75.11%,2.43%,0.06%,86.51%, --, --, --, --,11.69%,< 10%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"72,323",Maximize Conversions (Target CPA),"3,620",0,0,601.71,16.37,98.48
4/29/2024,Enabled,conversiones_prospect_cuentosquecuidan_searchgeneric_AO, --,ARS,13361,Daily,Eligible (Limited),limited by budget; some ads disapproved,99.81,Search,0,625.13,903,4.19%,14.94,13486.48,4.19%, --,1.74%, --, --,43.11%,16,0, --, --, --, --, --,6200, --, --, --,"21,574",1.74%,0,0,16,0, --, --, --,35.63%,7,0,3,"Pending: 0
No Ads: 0
Poor: 0
Average: 0
Good: 2
Excellent: 1",12,1,2,2,2,3,0,161,0,0,0,0,0,Contact: 161.00,0,0,0,0,0.00%,0,0.00%,0.00%,0,0,100.00%,"21,574", --, --,0,0,17.83%,0,0,161,0,0,17.83%,0,0,0,83.77,0,161,0,0,161,0,0,0,0, --, --,0,0, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARS,185487.73,3919,45000,161,0,0,0,83.77,0,0,0,17.83%,0,0,161, --, --, --,Standard,6200, --,[CONTACT/WEBSITE], --,0.03%,15762265389, --, --,23.64%,10.37%,< 10%,2.96%,86.64%,73.41%,4.79%,2.99%,86.64%, --, --, --, --,13.99%, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"21,574",Maximize Conversions (Target CPA),903,0,0,161,14.94,83.77
3/4/2024,Enabled,conversiones_prospect_cuentosquecuidan_searchgeneric_AO, --,ARS,13361,Daily,Eligible (Limited),limited by budget; some ads disapproved,99.81,Search,0,1202.17,"5,321",4.42%,27.23,144883.98,4.42%, --,2.63%, --, --,52.47%,144,0, --, --, --, --, --,6200, --, --, --,"120,519",2.63%,0,0,144,0, --, --, --,42.36%,7,0,3,"Pending: 0
No Ads: 0
Poor: 0
Average: 0
Good: 2
Excellent: 1",12,1,2,2,2,3,0,713.49,3,0,0,Purchase: 3.00,0,Contact: 713.49; Purchase: 3.00,0,0,0,0,0.00%,0,0.00%,0.00%,0,0,100.00%,"120,519", --, --,0,0,13.41%,0,0,707.99,0,0,13.47%,0,3,0,202.21,0,716.49,0,0,711.99,4,0.01,0,0, --, --,1,0, --, --, --,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,ARS,185487.73,3919,45000,713.49,0,0,0,203.06,0,0,0,13.41%,0,0,707.99, --, --, --,Standard,6200, --,[CONTACT/WEBSITE], --,0.03%,15762265389, --, --,28.60%,15.24%,12.31%,0.03%,84.62%,71.37%,3.08%,0.14%,84.62%, --, --, --, --,20.31%,11.36%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"120,519",Maximize Conversions (Target CPA),"5,321",0,0,713.49,27.23,203.06
4/29/2024,Enabled,conversiones_prospect_drtv_pmax_AO2, --,ARS,53700,Daily,Eligible,unknown,100,Performance Max,3.82,2141.21,903,5.78%,37.03,33434.95,4.19%,22.89%,9.06%, --, --, --,76,204, --, --, --, --, --,25000,38.78%,0.00%,3.71%,"15,615",10.40%,0,257,90,3.03, --, --, --, --,,,0, --,,0,,0,0,4,,0,2.7,0,0,Purchase: 2.70,0,Purchase: 2.70,0,0,0,0,0.00%,0,0.00%,0.00%,0,0,100.00%,"15,615", --, --,0,1,0.30%,0,2.7,3,3,1,0.30%,1,2.7,0,12398.16,0,2.7,0,2.7,3,3,1,0,0, --, --,0,0, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,ARS, --, --, --,2.7,1,3,0,12398.16,0,1,0,0.30%,0,2.7,3, --, --, --,Standard,25000, --,[PURCHASE/WEBSITE], --,0.00%,20621697999, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15,615",Maximize Conversions (Target CPA),655,2.7,0,2.7,51.05,12398.16
3/25/2024,Enabled,conversiones_prospect_cuentosquecuidan_searchbrand_AO, --,ARS,3868,Daily,Eligible (Limited),some ads disapproved,99.81,Search,0,2480.42,505,10.68%,23.23,11732.38,10.68%, --,3.63%, --, --,76.83%,19,0, --, --, --, --, --, --, --, --, --,"4,730",3.63%,0,0,19,0, --, --, --,74.05%,13,0,3,"Pending: 1
No Ads: 0
Poor: 0
Average: 0
Good: 0
Excellent: 1",6,1,1,1,1,3,0,93.79,0,0,0,0,0,Contact: 93.79,0,0,0,0,0.00%,0,0.00%,0.00%,0,0,100.00%,"4,730", --, --,0,0,18.57%,0,0,96.79,0,0,18.57%,0,0,0,125.09,0,93.79,0,0,96.79,0,0,0,0, --, --,0,0, --, --, --,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,ARS, --, --, --,93.79,0,0,0,125.09,0,0,0,18.57%,0,0,96.79, --, --, --,Standard, --, --,[CONTACT/WEBSITE], --,0.01%,19846094094, --, --,75.53%,58.21%,56.10%,23.16%,1.34%,1.31%,42.56%,40.45%,1.34%, --, --, --, --,99.49%,74.32%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,730",Maximize Conversions,505,0,0,93.79,23.23,125.09
2/26/2024,Enabled,reconocimiento_prospect_drtv_youtube_AO, --,ARS,11924,Daily,Eligible (Limited),limited by budget; unknown, --,Video,0.69,308.75,"122,675",55.85%,0.55,67820.11,0.12%,55.85%,1.47%, --,10.9, --,0,"98,399",97.85%,68.75%,52.88%,44.84%, --, --,44.80%, --, --,"242,750",0.00%,0,"122,675","1,834",0.55, --, --,"2,396,190", --,,,0, --,,0,,3,2,0,,0,0,0,0,0,0,0,0,0,"213,140",67778.75,97.03%,"6,219",99.86%,2.83%,"219,359",318,0.14%,302,0.00%,97.16%,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0, --, --,0,0, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARS,203840,315698,41000,0,0,0,0,0,0,0,0,0.00%,0,0,0, --, --, --,Standard, --, --,"[CONTACT/WEBSITE, DOWNLOAD/APP, PHONE_CALL_LEAD/CALL_FROM_ADS, PURCHASE/WEBSITE]", --,0.00%,20522913968, --, --, --, --, --, --, --, --, --, --, --,> 90%,< 10%, --,3.57%, --, --,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.3,,,,,,,"188,292",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"219,661",Manual CPV,260,0,0,0,260.85,0
3/4/2024,Enabled,reconocimiento_prospect_drtv_youtube_AO, --,ARS,11924,Daily,Eligible (Limited),limited by budget; unknown, --,Video,0.68,298.02,"130,838",54.82%,0.54,71131.01,0.13%,54.82%,1.54%, --,10.9, --,0,"104,888",97.87%,67.46%,51.84%,44.05%, --, --,43.95%, --, --,"262,907",0.00%,0,"130,838","2,050",0.54, --, --,"2,602,396", --,,,0, --,,0,,3,2,0,,0,0,0,0,0,0,0,0,0,"231,257",71081.15,96.89%,"7,097",99.86%,2.97%,"238,354",307.37,0.14%,326,0.00%,97.02%,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0,71131.01,0,1,0,0,1,0,0,0,0, --, --,0,0, --, --, --,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ARS,203840,315698,41000,0,0,0,0,0,0,0,0,0.00%,0,0,0, --, --, --,Standard, --, --,"[CONTACT/WEBSITE, DOWNLOAD/APP, PHONE_CALL_LEAD/CALL_FROM_ADS, PURCHASE/WEBSITE]", --,0.00%,20522913968, --, --, --, --, --, --, --, --, --, --, --,> 90%,< 10%, --,4.76%, --, --,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,1.3,,,,,,,"206,475",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"238,680",Manual CPV,301,0,0,0,236.32,0
2/12/2024,Enabled,reconocimiento_prospect_drtv_youtube_AO, --,ARS,11924,Daily,Eligible (Limited),limited by budget; unknown, --,Video,0.65,284.16,"136,073",54.64%,0.52,70760,0.12%,54.64%,1.49%, --,10.7, --,0,"108,511",97.74%,67.65%,51.52%,43.58%, --, --,43.58%, --, --,"274,949",0.00%,0,"136,073","2,065",0.52, --, --,"2,677,968", --,,,0, --,,0,,3,2,0,,0,0,0,0,0,0,0,0,0,"241,700",70724.56,97.06%,"7,041",99.89%,2.83%,"248,741",292.61,0.11%,276,0.00%,97.17%,0,0,0.00%,0,0,0,0,0,0.00%,1,1,0,70760,0,1,0,0,1,1,1,0,0, --, --,0,0, --, --, --,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ARS,203840,315698,41000,0,0,0,0,0,0,0,0,0.00%,0,0,0, --, --, --,Standard, --, --,"[CONTACT/WEBSITE, DOWNLOAD/APP, PHONE_CALL_LEAD/CALL_FROM_ADS, PURCHASE/WEBSITE]", --,0.00%,20522913968, --, --, --, --, --, --, --, --, --, --, --,> 90%,< 10%, --,5.65%, --, --,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.3,,,,,,,"206,513",,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"249,017",Manual CPV,302,0,0,0,234.3,0
3/11/2024,Enabled,reconocimiento_prospect_drtv_youtube_AO, --,ARS,11924,Daily,Eligible (Limited),limited by budget; unknown, --,Video,0.77,336.05,"114,024",54.67%,0.61,70085.28,0.10%,54.67%,1.36%, --,10.8, --,0,"90,498",98.01%,67.96%,51.74%,43.54%, --, --,43.39%, --, --,"232,198",0.00%,0,"114,024","1,575",0.61, --, --,"2,256,282", --,,,0, --,,0,,3,2,0,,0,0,0,0,0,0,0,0,0,"196,325",70016.55,94.13%,"11,937",99.86%,5.72%,"208,262",356.64,0.14%,297,0.00%,94.27%,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0, --, --,0,0, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARS,203840,315698,41000,0,0,0,0,0,0,0,0,0.00%,0,0,0, --, --, --,Standard, --, --,"[CONTACT/WEBSITE, DOWNLOAD/APP, PHONE_CALL_LEAD/CALL_FROM_ADS, PURCHASE/WEBSITE]", --,0.00%,20522913968, --, --, --, --, --, --, --, --, --, --, --,> 90%,< 10%, --,4.37%, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,,,,,,,"176,587",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"208,559",Manual CPV,208,0,0,0,336.95,0
4/29/2024,Enabled,reconocimiento_prospect_drtv_youtube_AO, --,ARS,11924,Daily,Eligible (Limited),limited by budget; unknown, --,Video,0.89,360.2,"20,841",52.13%,0.69,14400.19,0.10%,52.13%,0.83%, --,10.8, --,0,"16,270",98.50%,66.12%,49.02%,40.89%, --, --,40.70%, --, --,"44,101",0.00%,0,"20,841",175,0.69, --, --,"432,372", --,,,0, --,,0,,3,2,0,,0,0,0,0,0,0,0,0,0,"39,346",14400.19,98.42%,619,99.97%,1.55%,"39,965",365.99,0.03%,13, --,98.45%,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0, --, --,0,0, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARS,203840,315698,41000,0,0,0,0,0,0,0,0,0.00%,0,0,0, --, --, --,Standard, --, --,"[CONTACT/WEBSITE, DOWNLOAD/APP, PHONE_CALL_LEAD/CALL_FROM_ADS, PURCHASE/WEBSITE]", --,0.00%,20522913968, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,,,,,,,"36,190",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"39,978",Manual CPV,41,0,0,0,351.22,0
4/1/2024,Enabled,reconocimiento_prospect_drtv_youtube_AO, --,ARS,11924,Daily,Eligible (Limited),limited by budget; unknown, --,Video,0.62,296.16,"143,308",58.01%,0.51,73168.59,0.11%,58.01%,1.78%, --,11, --,0,"117,240",97.74%,69.79%,55.16%,47.61%, --, --,47.45%, --, --,"268,387",0.00%,0,"143,308","2,603",0.51, --, --,"2,720,752", --,,,0, --,,0,,3,2,0,,0,0,0,0,0,0,0,0,0,"239,671",73138.97,97.01%,"7,240",99.94%,2.93%,"246,911",305.16,0.06%,147,0.00%,97.07%,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0, --, --,0,0, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARS,203840,315698,41000,0,0,0,0,0,0,0,0,0.00%,0,0,0, --, --, --,Standard, --, --,"[CONTACT/WEBSITE, DOWNLOAD/APP, PHONE_CALL_LEAD/CALL_FROM_ADS, PURCHASE/WEBSITE]", --,0.00%,20522913968, --, --, --, --, --, --, --, --, --, --, --,> 90%,< 10%, --,2.01%, --, --,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1.3,,,,,,,"206,897",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"247,058",Manual CPV,271,0,0,0,269.99,0
